Suburb,Rooms,Type,SellerG,Date,Distance,Postcode,Bedroom,Bathroom,Car,Landsize,BuildingArea,YearBuilt,Regionname,Propertycount,Price
Mulgrave,4,h,Leaders,25-11-2017,18.8,3170,4,2,2,,,,South-Eastern Metropolitan,7113,978000
Mulgrave,3,h,Win,25-11-2017,18.8,3170,3,2,2,737,,1970,South-Eastern Metropolitan,7113,960000
Mulgrave,3,h,Barry,25-11-2017,18.8,3170,3,1,2,738,,,South-Eastern Metropolitan,7113,925000
Murrumbeena,1,u,Woodards,25-11-2017,10.1,3163,,,,,,,Southern Metropolitan,4442,330000
Murrumbeena,4,h,Buxton,25-11-2017,10.1,3163,4,2,2,,,,Southern Metropolitan,4442,1425000
Newport,3,h,Williams,25-11-2017,6.2,3015,3,1,1,341,,,Western Metropolitan,5498,900000
Newport,2,u,Village,25-11-2017,6.2,3015,,,,,,,Western Metropolitan,5498,485000
Niddrie,3,t,Barry,25-11-2017,10.4,3042,3,2,2,254,,,Western Metropolitan,2291,970000
Niddrie,2,u,Nelson,25-11-2017,10.4,3042,,,,,,,Western Metropolitan,2291,600000
Niddrie,2,u,Brad,25-11-2017,10.4,3042,,,,,,,Western Metropolitan,2291,365000
Noble Park,3,u,C21,25-11-2017,22.7,3174,,,,,,,South-Eastern Metropolitan,11806,571000
Noble Park,2,u,C21,25-11-2017,22.7,3174,,,,,,,South-Eastern Metropolitan,11806,489000
Noble Park,3,h,iSell,25-11-2017,22.7,3174,3,1,1,535,,,South-Eastern Metropolitan,11806,630000
North Melbourne,1,u,Alexkarbon,25-11-2017,1.8,3051,,,,,,,Northern Metropolitan,6821,330000
North Melbourne,2,u,Alexkarbon,25-11-2017,1.8,3051,,,,,,,Northern Metropolitan,6821,687000
North Melbourne,2,h,Nelson,25-11-2017,1.8,3051,2,1,1,,,,Northern Metropolitan,6821,1405000
Northcote,3,h,Jellis,25-11-2017,5.3,3070,3,1,2,,,,Northern Metropolitan,11364,1290000
Northcote,3,h,Nelson,25-11-2017,5.3,3070,3,2,1,308,160,1910,Northern Metropolitan,11364,1500000
Northcote,2,h,Jellis,25-11-2017,5.3,3070,2,1,2,461,,,Northern Metropolitan,11364,1701000
Northcote,2,h,Nelson,25-11-2017,5.3,3070,2,1,1,205,,,Northern Metropolitan,11364,1225000
Northcote,1,u,Harcourts,25-11-2017,5.3,3070,,,,,,,Northern Metropolitan,11364,410000
Northcote,3,h,Haughton,25-11-2017,5.3,3070,3,2,2,,,,Northern Metropolitan,11364,1410000
Northcote,3,h,McGrath,25-11-2017,5.3,3070,3,2,3,502,133,1920,Northern Metropolitan,11364,1900000
Northcote,2,h,McGrath,25-11-2017,5.3,3070,2,1,1,302,100,1925,Northern Metropolitan,11364,1295000
Northcote,3,h,Haughton,25-11-2017,5.3,3070,3,1,2,,,,Northern Metropolitan,11364,1020000
Northcote,3,h,McGrath,25-11-2017,5.3,3070,3,2,1,150,118,1900,Northern Metropolitan,11364,989000
Northcote,2,h,Woodards,25-11-2017,5.3,3070,2,1,4,,,,Northern Metropolitan,11364,960000
Northcote,3,u,McGrath,25-11-2017,5.3,3070,,,,,,,Northern Metropolitan,11364,1900000
Northcote,4,h,McGrath,25-11-2017,5.3,3070,4,1,3,678,,,Northern Metropolitan,11364,2025000
Northcote,3,h,Woodards,25-11-2017,5.3,3070,3,1,1,223,,,Northern Metropolitan,11364,1205000
Notting Hill,3,t,Biggin,25-11-2017,16.7,3168,3,2,2,,172,2003,Southern Metropolitan,902,925000
Nunawading,5,h,Jellis,25-11-2017,15.4,3131,5,3,4,,,1960,Eastern Metropolitan,4973,1700000
Oak Park,3,h,Barry,25-11-2017,11.2,3046,3,1,2,588,,,Northern Metropolitan,2651,891000
Oakleigh,2,t,Ray,25-11-2017,12.3,3166,,,,,,,Southern Metropolitan,3224,1050000
Oakleigh,4,h,Barry,25-11-2017,12.3,3166,4,3,2,578,232,1927,Southern Metropolitan,3224,1160000
Oakleigh South,4,h,Buxton,25-11-2017,15.5,3167,4,2,2,568,,,South-Eastern Metropolitan,3692,1021000
Oakleigh South,3,h,Ray,25-11-2017,15.5,3167,3,2,2,313,314,2012,South-Eastern Metropolitan,3692,1050000
Oakleigh South,3,h,Buxton,25-11-2017,15.5,3167,3,1,2,,,,South-Eastern Metropolitan,3692,1080000
Ormond,3,t,Buxton,25-11-2017,11.4,3204,,,,,,,Southern Metropolitan,3578,1092500
Pakenham,3,h,Barry,25-11-2017,47.3,3810,3,2,2,,,2002,Eastern Victoria,17384,502500
Parkdale,2,h,Hodges,25-11-2017,21.5,3195,2,1,1,,,,South-Eastern Metropolitan,5087,1206000
Parkville,1,u,Jellis,25-11-2017,1.8,3052,,,,,,,Northern Metropolitan,2309,350000
Parkville,4,h,Nelson,25-11-2017,1.8,3052,4,3,1,,,,Northern Metropolitan,2309,3700000
Pascoe Vale,3,h,Nelson,25-11-2017,8.5,3044,3,2,1,658,112,1950,Northern Metropolitan,7485,750000
Pascoe Vale,3,t,Walshe,25-11-2017,8.5,3044,,,,,,,Northern Metropolitan,7485,540000
Pascoe Vale,3,u,Hodges,25-11-2017,8.5,3044,,,,,,,Northern Metropolitan,7485,776000
Pascoe Vale,3,h,Woodards,25-11-2017,8.5,3044,3,1,1,259,,,Northern Metropolitan,7485,743000
Pascoe Vale,2,u,Nelson,25-11-2017,8.5,3044,,,,,,,Northern Metropolitan,7485,480000
Plumpton,3,h,YPA,25-11-2017,23.8,3335,,,,,,,Western Metropolitan,1490,521000
Point Cook,4,h,hockingstuart,25-11-2017,14.7,3030,4,2,2,,198,2007,Western Metropolitan,15542,665000
Point Cook,4,h,Ray,25-11-2017,14.7,3030,4,3,2,,206,2010,Western Metropolitan,15542,682000
Port Melbourne,2,h,Marshall,25-11-2017,3.5,3207,2,2,2,117,,,Southern Metropolitan,8648,1410000
Port Melbourne,3,h,Greg,25-11-2017,3.5,3207,,,,,,,Southern Metropolitan,8648,1250000
Port Melbourne,3,u,RT,25-11-2017,3.5,3207,,,,,,,Southern Metropolitan,8648,1650000
Port Melbourne,3,u,Cayzer,25-11-2017,3.5,3207,,,,,,,Southern Metropolitan,8648,1250000
Port Melbourne,3,h,Greg,25-11-2017,3.5,3207,3,2,,,114,1890,Southern Metropolitan,8648,1400000
Prahran,2,u,hockingstuart,25-11-2017,4.6,3181,,,,,,,Southern Metropolitan,7717,780000
Prahran,4,h,Jellis,25-11-2017,4.6,3181,4,2,4,,,,Southern Metropolitan,7717,2340000
Prahran,2,u,hockingstuart,25-11-2017,4.6,3181,,,,,,,Southern Metropolitan,7717,475000
Prahran,3,h,Marshall,25-11-2017,4.6,3181,3,1,1,346,,,Southern Metropolitan,7717,2925000
Prahran,2,h,Jellis,25-11-2017,4.6,3181,2,1,,,,,Southern Metropolitan,7717,1120000
Prahran,3,h,Kay,25-11-2017,4.6,3181,3,2,1,261,194,1880,Southern Metropolitan,7717,3250000
Preston,2,t,Nelson,25-11-2017,8.4,3072,,,,,,,Northern Metropolitan,14577,665000
Preston,3,t,Nelson,25-11-2017,8.4,3072,3,2,2,,,,Northern Metropolitan,14577,985000
Preston,3,h,Nelson,25-11-2017,8.4,3072,3,1,2,,,,Northern Metropolitan,14577,860000
Preston,3,h,Purplebricks,25-11-2017,8.4,3072,3,1,1,549,,,Northern Metropolitan,14577,820000
Preston,2,u,Woodards,25-11-2017,8.4,3072,,,,,,,Northern Metropolitan,14577,310000
Preston,4,h,Ray,25-11-2017,8.4,3072,4,2,3,650,,,Northern Metropolitan,14577,1380000
Preston,3,h,Ray,25-11-2017,8.4,3072,3,1,2,449,,,Northern Metropolitan,14577,1045000
Preston,4,h,McGrath,25-11-2017,8.4,3072,4,2,2,,152,1930,Northern Metropolitan,14577,1585000
Princes Hill,2,h,Woodards,25-11-2017,3.5,3054,2,1,0,169,,,Northern Metropolitan,1008,1252500
Princes Hill,2,h,Woodards,25-11-2017,3.5,3054,2,1,,533,,,Northern Metropolitan,1008,957000
Reservoir,3,h,Ray,25-11-2017,12,3073,3,2,2,,139,1965,Northern Metropolitan,21650,665000
Reservoir,2,t,Barry,25-11-2017,12,3073,,,,,,,Northern Metropolitan,21650,555000
Reservoir,2,u,Love,25-11-2017,12,3073,,,,,,,Northern Metropolitan,21650,650000
Reservoir,3,h,Love,25-11-2017,12,3073,3,1,1,818,,,Northern Metropolitan,21650,1210000
Reservoir,3,h,Love,25-11-2017,12,3073,3,1,2,,,,Northern Metropolitan,21650,850000
Reservoir,2,u,Barry,25-11-2017,12,3073,,,,,,,Northern Metropolitan,21650,550000
Reservoir,3,u,Barry,25-11-2017,12,3073,,,,,,,Northern Metropolitan,21650,675000
Reservoir,4,h,Stockdale,25-11-2017,12,3073,4,2,1,,,,Northern Metropolitan,21650,750000
Reservoir,3,h,Barry,25-11-2017,12,3073,3,1,1,767,132,1960,Northern Metropolitan,21650,780000
Reservoir,3,h,Ray,25-11-2017,12,3073,3,1,2,,108,1950,Northern Metropolitan,21650,650000
Reservoir,1,u,Barry,25-11-2017,12,3073,,,,,,,Northern Metropolitan,21650,300000
Reservoir,3,h,HAR,25-11-2017,12,3073,3,1,2,,,,Northern Metropolitan,21650,715000
Reservoir,3,h,Barry,25-11-2017,12,3073,3,1,1,499,,1970,Northern Metropolitan,21650,770000
Richmond,2,h,Greg,25-11-2017,2.4,3121,2,1,,230,,,Northern Metropolitan,14949,1324000
Richmond,1,u,Biggin,25-11-2017,2.4,3121,,,,,,,Northern Metropolitan,14949,401000
Richmond,3,h,Jellis,25-11-2017,2.4,3121,3,1,,116,98,1880,Northern Metropolitan,14949,951000
Richmond,1,u,Purplebricks,25-11-2017,2.4,3121,,,,,,,Northern Metropolitan,14949,281200
Richmond,4,h,Biggin,25-11-2017,2.4,3121,,,,,,,Northern Metropolitan,14949,1260000
Richmond,2,h,RT,25-11-2017,2.4,3121,2,1,,96,,,Northern Metropolitan,14949,1101000
Richmond,1,u,Biggin,25-11-2017,2.4,3121,,,,,,,Northern Metropolitan,14949,408000
Ringwood,3,h,Carter,25-11-2017,19.9,3134,3,1,1,,127,1978,Eastern Metropolitan,7785,808000
Ringwood,4,h,@Realty,25-11-2017,19.9,3134,4,2,1,702,,,Eastern Metropolitan,7785,1150000
Ringwood,4,t,Philip,25-11-2017,19.9,3134,,,,,,,Eastern Metropolitan,7785,850000
Ringwood,3,h,RW,25-11-2017,19.9,3134,3,2,2,664,,,Eastern Metropolitan,7785,893500
Ringwood,4,h,Jellis,25-11-2017,19.9,3134,4,2,2,,164,1974,Eastern Metropolitan,7785,1050000
Ringwood,2,h,Carter,25-11-2017,19.9,3134,2,1,1,,100,1955,Eastern Metropolitan,7785,1204000
Ringwood North,4,h,Barry,25-11-2017,19.9,3134,4,2,2,,,,Eastern Metropolitan,3619,950000
Ringwood North,4,h,Philip,25-11-2017,19.9,3134,4,2,2,652,,,Eastern Metropolitan,3619,865000
Rosanna,4,h,Miles,25-11-2017,8.9,3084,4,3,2,,146,1955,Eastern Metropolitan,3540,1530000
Rosanna,3,h,Miles,25-11-2017,8.9,3084,3,1,2,,,,Eastern Metropolitan,3540,1100000
Rowville,4,h,Harcourts,25-11-2017,23.5,3178,4,2,2,858,,,South-Eastern Metropolitan,11667,1001000
Roxburgh Park,6,h,Max,25-11-2017,20.6,3064,6,3,3,,,,Northern Metropolitan,5833,680000
Roxburgh Park,4,h,HAR,25-11-2017,20.6,3064,4,2,2,,204,2000,Northern Metropolitan,5833,640000
Roxburgh Park,3,h,HAR,25-11-2017,20.6,3064,,,,,,,Northern Metropolitan,5833,563500
Roxburgh Park,2,t,RW,25-11-2017,20.6,3064,,,,,,,Northern Metropolitan,5833,373500
Roxburgh Park,3,h,Raine,25-11-2017,20.6,3064,3,2,2,,,,Northern Metropolitan,5833,520000
Roxburgh Park,3,h,Raine,25-11-2017,20.6,3064,3,2,1,510,,,Northern Metropolitan,5833,531000
Roxburgh Park,3,h,FN,25-11-2017,20.6,3064,3,2,2,598,,1993,Northern Metropolitan,5833,591000
Seddon,3,t,Village,25-11-2017,5.1,3011,,,,,,,Western Metropolitan,2417,920000
Seddon,4,h,hockingstuart,25-11-2017,5.1,3011,4,2,3,,,1930,Western Metropolitan,2417,1220000
Seddon,3,h,Village,25-11-2017,5.1,3011,3,1,,,,,Western Metropolitan,2417,970000
South Melbourne,2,h,Marshall,25-11-2017,1.9,3205,2,1,,100,84,1890,Southern Metropolitan,5943,1150000
South Melbourne,3,u,RT,25-11-2017,1.9,3205,,,,,,,Southern Metropolitan,5943,703000
South Morang,4,h,Buckingham,25-11-2017,20.5,3752,4,2,2,,155,2008,Northern Metropolitan,7969,630000
South Morang,4,h,Love,25-11-2017,20.5,3752,4,2,2,449,213,2004,Northern Metropolitan,7969,635000
South Morang,5,h,Stockdale,25-11-2017,20.5,3752,5,3,2,832,255,2009,Northern Metropolitan,7969,810000
South Morang,4,h,RW,25-11-2017,20.5,3752,4,2,2,500,,,Northern Metropolitan,7969,637500
South Morang,4,h,Ray,25-11-2017,20.5,3752,4,3,2,326,230,2009,Northern Metropolitan,7969,652000
South Yarra,2,h,Marshall,25-11-2017,2.7,3141,2,1,,126,82,1890,Southern Metropolitan,14887,1160000
South Yarra,2,u,Jellis,25-11-2017,2.7,3141,,,,,,,Southern Metropolitan,14887,1075000
South Yarra,1,u,Kay,25-11-2017,2.7,3141,,,,,,,Southern Metropolitan,14887,535000
South Yarra,3,u,Jellis,25-11-2017,2.7,3141,,,,,,,Southern Metropolitan,14887,750000
South Yarra,3,h,RT,25-11-2017,2.7,3141,3,2,2,,210,2008,Southern Metropolitan,14887,2261000
South Yarra,2,h,Marshall,25-11-2017,2.7,3141,2,1,0,,140,1880,Southern Metropolitan,14887,1600000
Southbank,2,u,RT,25-11-2017,0.7,3006,,,,,,,Southern Metropolitan,8400,585000
Springvale,3,h,Noel,25-11-2017,20.8,3171,3,1,2,,,,South-Eastern Metropolitan,7412,738000
Springvale South,3,h,Harcourts,25-11-2017,22.2,3172,3,1,4,754,,,South-Eastern Metropolitan,4054,833000
St Albans,3,h,YPA,25-11-2017,14,3021,3,2,2,,270,1992,Western Metropolitan,14042,840000
St Albans,3,h,Ray,25-11-2017,14,3021,3,1,8,534,124,1980,Western Metropolitan,14042,622000
St Albans,3,h,Barry,25-11-2017,14,3021,3,1,1,,,,Western Metropolitan,14042,655000
St Kilda,1,u,hockingstuart,25-11-2017,5,3182,,,,,,,Southern Metropolitan,13240,435000
St Kilda,3,u,hockingstuart,25-11-2017,5,3182,,,,,,,Southern Metropolitan,13240,663000
St Kilda,2,u,hockingstuart,25-11-2017,5,3182,,,,,,,Southern Metropolitan,13240,580000
St Kilda,1,u,Wilson,25-11-2017,5,3182,,,,,,,Southern Metropolitan,13240,333000
Strathmore,2,u,Nelson,25-11-2017,8.2,3041,,,,,,,Western Metropolitan,3284,677500
Strathmore,3,h,Brad,25-11-2017,8.2,3041,3,1,2,679,,,Western Metropolitan,3284,1300000
Strathmore,2,h,Barry,25-11-2017,8.2,3041,2,1,1,697,,,Western Metropolitan,3284,1240000
Strathmore,2,h,Barry,25-11-2017,8.2,3041,2,1,2,,,,Western Metropolitan,3284,1210000
Sunbury,3,h,Brad,25-11-2017,31.7,3429,3,2,0,711,11,1986,Western Metropolitan,14092,468000
Sunbury,4,h,YPA,25-11-2017,31.7,3429,4,1,2,732,,,Western Metropolitan,14092,420000
Sunbury,3,h,Raine,25-11-2017,31.7,3429,,,,,,,Western Metropolitan,14092,540000
Sunbury,4,h,Brad,25-11-2017,31.7,3429,4,2,2,652,,,Western Metropolitan,14092,608000
Sunbury,4,h,L,25-11-2017,31.7,3429,4,2,2,,,,Western Metropolitan,14092,470000
Sunbury,4,h,Leading,25-11-2017,31.7,3429,4,2,5,713,,,Western Metropolitan,14092,550000
Sunbury,3,h,YPA,25-11-2017,31.7,3429,3,1,3,663,,,Western Metropolitan,14092,427500
Sunshine,3,h,Homes,25-11-2017,10.5,3020,3,2,2,650,,,Western Metropolitan,3755,670000
Sunshine,3,h,Biggin,25-11-2017,10.5,3020,3,2,1,612,,,Western Metropolitan,3755,885000
Sunshine,2,h,Barry,25-11-2017,10.5,3020,2,1,0,531,78,1958,Western Metropolitan,3755,730000
Sunshine,3,h,RW,25-11-2017,10.5,3020,3,1,1,,,,Western Metropolitan,3755,925000
Sunshine,3,h,Douglas,25-11-2017,10.5,3020,3,1,4,474,145,1961,Western Metropolitan,3755,927500
Sunshine,4,h,hockingstuart,25-11-2017,10.5,3020,4,1,3,585,169,1950,Western Metropolitan,3755,945800
Sunshine West,3,h,Douglas,25-11-2017,10.5,3020,3,1,4,538,,,Western Metropolitan,6763,695000
Sunshine West,4,h,Barry,25-11-2017,10.5,3020,4,2,2,,,,Western Metropolitan,6763,750000
Sunshine West,3,u,YPA,25-11-2017,10.5,3020,,,,,,,Western Metropolitan,6763,565000
Sunshine West,4,t,Douglas,25-11-2017,10.5,3020,4,2,2,,26,2006,Western Metropolitan,6763,580000
Surrey Hills,4,h,Marshall,25-11-2017,10.2,3127,4,2,3,844,233,1925,Southern Metropolitan,5457,2900000
Surrey Hills,2,h,Jellis,25-11-2017,10.2,3127,2,1,2,670,,,Southern Metropolitan,5457,1170000
Surrey Hills,2,u,hockingstuart,25-11-2017,10.2,3127,,,,,,,Southern Metropolitan,5457,770000
Sydenham,3,h,O'Brien,25-11-2017,18,3037,3,2,2,,,,Western Metropolitan,3640,642000
Sydenham,3,h,Barry,25-11-2017,18,3037,3,2,3,,194,2000,Western Metropolitan,3640,670000
Tarneit,3,h,Ray,25-11-2017,18.4,3029,3,2,2,343,,,Western Metropolitan,10160,575000
Taylors Hill,4,h,YPA,25-11-2017,18,3037,4,2,2,,175,2008,Western Metropolitan,4242,720000
Taylors Lakes,2,h,Prof.,25-11-2017,15.5,3038,,,,,,,Western Metropolitan,5336,462000
Templestowe,4,h,Jellis,25-11-2017,15.5,3106,4,2,2,785,,,Eastern Metropolitan,6202,1168888
Templestowe,6,h,Jellis,25-11-2017,15.5,3106,6,4,3,4046,419,1980,Eastern Metropolitan,6202,3030000
Templestowe,4,h,Fletchers,25-11-2017,15.5,3106,4,2,2,378,,2012,Eastern Metropolitan,6202,1500000
Templestowe Lower,3,h,Barry,25-11-2017,12.4,3107,3,1,1,725,120,1960,Eastern Metropolitan,5420,1300000
Templestowe Lower,4,h,Ray,25-11-2017,12.4,3107,4,2,2,730,205,1965,Eastern Metropolitan,5420,1699000
Templestowe Lower,3,t,Jellis,25-11-2017,12.4,3107,,,,,,,Eastern Metropolitan,5420,1155000
Templestowe Lower,5,h,Jellis,25-11-2017,12.4,3107,5,4,2,725,,,Eastern Metropolitan,5420,2325000
Templestowe Lower,4,h,Fletchers,25-11-2017,12.4,3107,4,2,1,472,,,Eastern Metropolitan,5420,1130000
Templestowe Lower,4,h,Barry,25-11-2017,12.4,3107,4,2,3,715,,,Eastern Metropolitan,5420,1200000
Thomastown,3,h,Barry,25-11-2017,15.3,3074,3,1,4,,,,Northern Metropolitan,7955,710000
Thomastown,4,h,Barry,25-11-2017,15.3,3074,4,2,2,660,240,2004,Northern Metropolitan,7955,841000
Thomastown,2,u,HAR,25-11-2017,15.3,3074,,,,,,,Northern Metropolitan,7955,514000
Thomastown,3,u,HAR,25-11-2017,15.3,3074,,,,,,,Northern Metropolitan,7955,480000
Thomastown,2,u,HAR,25-11-2017,15.3,3074,,,,,,,Northern Metropolitan,7955,475000
Thornbury,2,h,Jellis,25-11-2017,7,3071,,,,,,,Northern Metropolitan,8870,835000
Thornbury,3,t,McGrath,25-11-2017,7,3071,3,2,2,,138,2010,Northern Metropolitan,8870,915000
Thornbury,1,u,Harcourts,25-11-2017,7,3071,,,,,,,Northern Metropolitan,8870,373333
Toorak,3,u,RT,25-11-2017,4.1,3142,,,,,,,Southern Metropolitan,7217,830000
Travancore,2,h,Nelson,25-11-2017,4.3,3032,2,2,2,,,,Western Metropolitan,1052,1655000
Truganina,3,u,hockingstuart,25-11-2017,18.4,3029,,,,,,,Western Metropolitan,5811,450000
Truganina,3,h,Purplebricks,25-11-2017,18.4,3029,3,2,2,,158,2002,Western Metropolitan,5811,567000
Tullamarine,2,h,Jason,25-11-2017,12.9,3043,,,,,,,Western Metropolitan,3296,490000
Tullamarine,3,h,Jason,25-11-2017,12.9,3043,3,1,0,534,,1975,Western Metropolitan,3296,651000
Tullamarine,3,h,Brad,25-11-2017,12.9,3043,3,2,1,582,,,Western Metropolitan,3296,666000
Tullamarine,4,h,Jason,25-11-2017,12.9,3043,4,3,3,,,1960,Western Metropolitan,3296,756000
Vermont South,5,h,Ray,25-11-2017,17.2,3133,,,,,,,Eastern Metropolitan,4280,1280000
Viewbank,5,h,Miles,25-11-2017,8.9,3084,5,3,2,,,,Eastern Metropolitan,2698,1060000
Viewbank,3,h,Fletchers,25-11-2017,8.9,3084,3,1,1,,,1980,Eastern Metropolitan,2698,960000
Wantirna,4,h,Noel,25-11-2017,14.7,3152,4,2,2,779,,,Eastern Metropolitan,5424,906000
Wantirna,4,h,Ray,25-11-2017,14.7,3152,4,3,2,843,219,1975,Eastern Metropolitan,5424,1085000
Wantirna South,3,h,LLC,25-11-2017,14.7,3152,3,1,4,1093,115,1960,Eastern Metropolitan,7082,1261000
Wantirna South,5,h,Barry,25-11-2017,14.7,3152,5,2,2,695,242,2005,Eastern Metropolitan,7082,1205000
Warrandyte,3,h,Gardiner,25-11-2017,21.1,3113,3,2,2,738,,,Eastern Metropolitan,2003,860000
Watsonia North,3,h,Darren,25-11-2017,14.5,3087,3,1,2,,,1950,Northern Metropolitan,1442,756000
Werribee,4,h,Ray,25-11-2017,14.7,3030,4,3,4,715,,,Western Metropolitan,16166,900000
Werribee,3,h,hockingstuart,25-11-2017,14.7,3030,3,1,2,536,,,Western Metropolitan,16166,425000
Werribee,3,h,Barry,25-11-2017,14.7,3030,3,2,2,,,,Western Metropolitan,16166,660000
Werribee,3,h,Ray,25-11-2017,14.7,3030,3,2,2,580,,,Western Metropolitan,16166,580000
Werribee,3,h,YPA,25-11-2017,14.7,3030,3,1,2,733,151,1960,Western Metropolitan,16166,931000
Werribee,2,u,Barry,25-11-2017,14.7,3030,,,,,,,Western Metropolitan,16166,355000
Werribee,3,h,Barry,25-11-2017,14.7,3030,3,1,0,542,110,1980,Western Metropolitan,16166,430000
Werribee,3,h,Ray,25-11-2017,14.7,3030,3,1,2,527,,,Western Metropolitan,16166,465000
Werribee,4,h,Greg,25-11-2017,14.7,3030,4,2,2,554,,,Western Metropolitan,16166,500000
West Footscray,2,h,hockingstuart,25-11-2017,6.4,3012,2,1,1,97,,,Western Metropolitan,5058,580000
West Footscray,2,u,Nguyen,25-11-2017,6.4,3012,,,,,,,Western Metropolitan,5058,490000
West Footscray,3,h,Jas,25-11-2017,6.4,3012,3,1,1,225,,,Western Metropolitan,5058,895000
West Footscray,4,h,Sweeney,25-11-2017,6.4,3012,4,2,6,643,,1930,Western Metropolitan,5058,1378000
West Melbourne,3,h,Nelson,25-11-2017,3.1,3003,3,2,1,166,,,Northern Metropolitan,2230,1470000
Wheelers Hill,4,h,Jellis,25-11-2017,16.7,3150,4,1,2,,170,1980,South-Eastern Metropolitan,7392,1010000
Williamstown,4,h,Williams,25-11-2017,6.8,3016,4,2,4,,,,Western Metropolitan,6380,4020000
Williamstown,3,h,Williams,25-11-2017,6.8,3016,,,,549,,,Western Metropolitan,6380,1145000
Williamstown,3,h,Greg,25-11-2017,6.8,3016,3,2,,245,136,1990,Western Metropolitan,6380,1375000
Williamstown,2,h,Hunter,25-11-2017,6.8,3016,2,1,1,278,,,Western Metropolitan,6380,1200000
Wollert,4,h,Love,25-11-2017,25.5,3750,4,2,2,,,,Northern Metropolitan,2940,600000
Wollert,3,h,Iconek,25-11-2017,25.5,3750,3,2,2,,145,2014,Northern Metropolitan,2940,530000
Wollert,3,h,Iconek,25-11-2017,25.5,3750,3,2,2,,225,,Northern Metropolitan,2940,710000
Wyndham Vale,4,h,hockingstuart,25-11-2017,27.2,3024,,,,,,,Western Metropolitan,5262,551000
Wyndham Vale,4,h,Barry,25-11-2017,27.2,3024,4,2,2,385,,,Western Metropolitan,5262,463000
Wyndham Vale,3,h,YPA,25-11-2017,27.2,3024,,,,,,,Western Metropolitan,5262,412000
Wyndham Vale,3,h,@Realty,25-11-2017,27.2,3024,,,,,,,Western Metropolitan,5262,575000
Wyndham Vale,4,h,YPA,25-11-2017,27.2,3024,,,,,,,Western Metropolitan,5262,625000
Yarraville,4,h,Village,25-11-2017,6.3,3013,4,2,3,444,167,1950,Western Metropolitan,6543,1343000
Yarraville,3,h,hockingstuart,25-11-2017,6.3,3013,3,1,2,,118,1935,Western Metropolitan,6543,900000
Yarraville,3,t,Jas,25-11-2017,6.3,3013,3,2,1,,,,Western Metropolitan,6543,796000
Yarraville,2,t,Sweeney,25-11-2017,6.3,3013,2,1,2,,107,2001,Western Metropolitan,6543,807000
Abbotsford,1,u,Nelson,26-07-2016,2.5,3067,1,1,1,50,50,2013,Northern Metropolitan,4019,470000
Airport West,2,u,Barry,26-07-2016,13.5,3042,,,,,,,Western Metropolitan,3464,474000
Airport West,2,t,Frank,26-07-2016,13.5,3042,,,,,,,Western Metropolitan,3464,490000
Albert Park,3,h,Chisholm,26-07-2016,3.3,3206,3,3,1,50,,,Southern Metropolitan,3280,1532000
Albert Park,3,h,Greg,26-07-2016,3.3,3206,3,2,2,325,,,Southern Metropolitan,3280,3755000
Alphington,3,h,Jellis,26-07-2016,6.4,3078,,,,,,,Northern Metropolitan,2211,1310000
Altona North,4,h,hockingstuart,26-07-2016,11.1,3025,,,,,,,Western Metropolitan,5132,840000
Altona North,3,h,Sweeney,26-07-2016,11.1,3025,,,,,,,Western Metropolitan,5132,840000
Ascot Vale,3,h,Jellis,26-07-2016,5.9,3032,3,2,2,285,172,2011,Western Metropolitan,6567,940000
Ascot Vale,3,h,Nelson,26-07-2016,5.9,3032,3,2,1,314,177,2010,Western Metropolitan,6567,995000
Ascot Vale,3,h,Frank,26-07-2016,5.9,3032,3,1,3,536,,,Western Metropolitan,6567,1050000
Ascot Vale,3,h,Brad,26-07-2016,5.9,3032,3,2,1,576,120,1940,Western Metropolitan,6567,786000
Avondale Heights,3,h,Moonee,26-07-2016,10.5,3034,3,1,1,597,,,Western Metropolitan,4502,635000
Avondale Heights,4,h,Nelson,26-07-2016,10.5,3034,4,2,2,589,150,1961,Western Metropolitan,4502,762000
Balwyn,6,h,Philip,26-07-2016,9.7,3103,,,,,,,Southern Metropolitan,5682,4600000
Bentleigh,3,t,hockingstuart,26-07-2016,13,3204,,,,,,,Southern Metropolitan,6795,1200000
Bentleigh,4,t,Buxton,26-07-2016,13,3204,,,,,,,Southern Metropolitan,6795,900000
Bentleigh,4,t,hockingstuart,26-07-2016,13,3204,,,,,,,Southern Metropolitan,6795,1533000
Bentleigh,4,h,Hodges,26-07-2016,13,3204,,,,,,,Southern Metropolitan,6795,1545000
Bentleigh,4,h,Hodges,26-07-2016,13,3204,3,2,2,570,,1930,Southern Metropolitan,6795,1650000
Bentleigh,2,t,Buxton,26-07-2016,13,3204,2,2,1,123,90,2007,Southern Metropolitan,6795,670000
Bentleigh East,4,h,Gary,26-07-2016,13.9,3165,3,1,2,741,,,Southern Metropolitan,10969,900000
Bentleigh East,3,t,hockingstuart,26-07-2016,13.9,3165,3,2,1,210,131,2005,Southern Metropolitan,10969,860000
Bentleigh East,3,t,Buxton,26-07-2016,13.9,3165,,,,,,,Southern Metropolitan,10969,1216000
Box Hill,2,u,hockingstuart,26-07-2016,13.1,3128,,,,,,,Eastern Metropolitan,4605,737000
Braybrook,4,h,Barry,26-07-2016,10.8,3019,4,2,1,288,160,2000,Western Metropolitan,3589,550000
